Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H07S1V001,H07S1V002,H07S1V003,H07S1V004,H07S1V005,H07S1V006,H07S1V007,H07S1V008,H07S1V009,H07S1V010,H07S1V011,H07S1V012,H07S1V013,H07S1V014,H07S1V015,H07S1V016,H07S1V017,H07S1V018,H07S1V019,H07S1V020,H07S1V021,H07S1V022,H07S1V023,H07S1V024,H07S1V025,H07S1V026,H07S1V027,H07S1V028,H07S2V001,H07S2V002,H07S2V003,H07S2V004,H07S2V005,H07S2V006,H07S2V007,H07S2V008,H07S2V009,H07S2V010,H07S2V011,H07S2V012,H07S2V013,H07S3V001,H07S3V002,H07S3V003,H07S3V004,H07S3V005,H07S3V006,H07S3V007,H07S3V008,H07S3V009,H07S3V010,H07S3V011,H07S3V012,H07S4V001,H07S4V002,H07S4V003,H07S4V004,H07S4V005,H07S4V006,H07S4V007,H07S4V008,H07S4V009,H07S4V010,H07S4V011,H07S4V012,H07S4V013,H07S4V014,H07S4V015,H07S4V016,H07S4V017,H07S4V018,H07S4V019,H07S4V020,H07S4V021,H07S4V022,H07S4V023,H07S4V024,H07S4V025,H07S4V026,H07S4V027,H07S4V028,H07S4V029,H07S4V030,H07S4V031,H07S4V032,H07S5V001,H07S5V002,H07S5V003,H07S5V004,H07S5V005,H07S5V006,H07S5V007,H07S5V008,H07S5V009,H07S5V010,H07S5V011,H07S5V012,H07S5V013,H07S5V014,H07S5V015,H07S5V016,H07S5V017,H07S5V018,H07S5V019,H07S5V020,H07S5V021,H07S5V022,H07S6V001,H07S6V002,H07S6V003,H07S6V004,H07S6V005,H07S6V006,H07S6V007,H07S6V008,H07S6V009,H07S6V010,H07S6V011,H07S6V012,H07S6V013
847,YORK WEST,Ontario,1867 - 1903,7,1891.03.05-1892.12.07 and 1892.12.21,3122,e164011c-1bf8-49e9-94b9-26f199e7740b,"WALLACE, Nathaniel Clarke",3434,0.5665,Conservative (1867-1942),"Merchant, miller, teacher",Protestant,0,4,,1,,,,,,,,Resignation: 1892.12.07,,,1,1,1,1,1,1,2,2,2,1,9,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,1,9,2,2,2,2,2,2,1,1,9,1,2,2,9,9,9,9,9,9,9,2,2,2,2,2,2,1,1,2,1,9,9,9,9,9,9,9,9,2,1,2,2,9,2,1,2,2,2,2,2,2,2,1,2,2,2,9,2,2,1,1,9,1,9,1,2,1,1,2,2,1,1,2
117,CARDWELL,Ontario,1867 - 1903,7,1891.03.05-1895.10.23,3127,e201207c-9f7b-4ae5-a921-ffee70758b85,"WHITE, Robert S.",1628,0.5412,Conservative (1867-1942),"Gentleman, journalist",Protestant,0,2,,,,,,,,,,Resignation: 1895.10.23,,,1,1,9,1,9,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,9,2,2,2,2,9,9,2,2,2,2,2,2,2,1,1,1,1,2,2,9,1,2,2,9,2,2,2,2,2,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,9,9,9,2,9,9,9,9,2,2,2,9,2,1,2,9,2,2,9,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99
326,KENT,Ontario,1867 - 1903,7,1891.03.05,3130,e239a78a-876d-4361-b039-6e5aa7450a12,"CAMPBELL, Archibald",3138,0.541,Liberal Party of Canada,"Businessman, miller",Protestant,0,2,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,9,1,1,1,1,9,9,1,9,9,1,9,1,1,2,2,1,2,1,1,9,9,9,1,1,9,9,9,1,1,1,1,1,9,2,1,2,9,9,1,2,1,1,9,9,1,2,1,2,1,1,2,9,9,9,1,9,1,1,9,1,2,1,1,1,1,2,1,2,2,2,1,2,9,1,2,1,9,9,1
581,QUEBEC EAST,Quebec,1867 - 1966,7,1891.03.05,3137,e2f3ce71-bd81-4d34-8a08-56a140552231,"LAURIER, Hon. Wilfrid",accl.,,Liberal Party of Canada,Lawyer,Fr.Catholic,1,5,,,,,,,,,,,,,9,9,9,9,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,9,1,2,2,1,2,9,9,9,1
338,KING'S COUNTY,Prince Edward Island,1873 - 1892,7,1891.03.05,3154,e4b7f0e3-9731-474b-90e6-045c7190145f,"MCLEAN, John",2624,0.2682,Conservative (1867-1942),"Clerk, merchant, teacher",Protestant,0,1,,,,,,,,,,,,,1,1,9,9,1,1,2,2,2,1,2,2,1,2,9,9,9,9,9,9,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,9,2,2,2,2,9,9,2,9,2,9,2,9,2,9,1,9,1,9,9,9,9,9,9,9,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,2,2,2,2,9,9,2,9,1,1,2,1,1,2,1,2,1,1,2
470,MUSKOKA AND PARRY SOUND,Ontario,1882 - 1903,7,1891.03.05,3171,e5f01467-80a6-4771-8cc8-44ab9065398d,"O'BRIEN, W.E.",1916,0.5201,Conservative (1867-1942),"Editor, farmer",Protestant,0,3,,,,,,,,,,,,,1,1,9,9,9,9,9,2,2,9,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,9,2,2,1,2,2,2,1,1,2,1,1,9,2,9,9,1,9,2,1,2,1,1,1,1,9,9,9,1,2,2,9,1,2,2,2,9,9,1,9,9,1,1,1,1,2,2,1,2,9,9,9,2,1,1,9,9,2,2,2,2,1,9,9,9,9,9,9,9,1,9,1,1,2,1,1,9,1,9,1,9,9,1,1,2,1,9,2,9,2,9,9
588,QUEEN'S COUNTY,Prince Edward Island,1873 - 1892,7,1891.03.05,3181,e6a14792-e382-45c2-9443-cde3c9232da4,"DAVIES, Louis Henry",4006,0.2662,Liberal Party of Canada,Counsel,Protestant,0,3,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,2,9,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,9,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,9,9,9,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,1,1,2,2,1,1,1,9,1,1,2,1,2,1,1,1,9,9,1,1,2,1,1,2,9,1,2,1,1,2,1
545,PERTH SOUTH,Ontario,1867 - 1933,7,1891.03.05,3182,e6a2b416-7e15-4be6-966e-aaabe5b4b22e,"TROW, James",2363,0.5195,Liberal Party of Canada,"Banker, broker, conveyancer, real estate appraiser, teacher",Protestant,0,6,,,,,,,,,Wales,,,,2,2,2,2,2,9,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
51,BONAVENTURE,Quebec,1867 - 1971,7,1891.03.05,3196,e7d36f57-e8af-4ca1-9e56-b8eddcf56f95,"FAUVEL, Wm. LeBoutillier",1707,0.6299,Liberal Party of Canada,"Merchant, shipowner",Fr.Catholic,1,1,,,,,,,,,,,,,2,2,2,2,9,9,1,1,2,2,2,1,9,1,2,1,9,9,9,9,9,9,9,9,9,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,9,9,9,9,1,9,1,9,1,2,2,9,2,9,9,9,9,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,1,2,9,9,1,9,9,9,9,9,9,1,1,1,1,1,9,9,9,2,2,1,2,9,9,9,9,9,9,9
45,BERTHIER,Quebec,1867 - 1924,7,1891.03.05,3212,e8f303e7-ab18-493f-aed9-96d90c1b0b6f,"BEAUSOLEIL, C.",1522,0.5272,Liberal Party of Canada,"Journalist, lawyer, newspaper editor",Fr.Catholic,1,2,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,9,1,2,1,2,1,1,1,1,1,1,1,9,9,2,2,1,2,2,9,9,9,9,9,9,9,9,9,2,9,1,1,1,1,1,9,9,1,9,1,1,1,1,1,9,9,9,9,1,1,9,9,1,1,9,1,9,9,1,1,1,2,1,1,1,1,2,2,2,1,9,1,2,1,1,1,9,1,2,2,9,9,9,9,1,1,9,9,1,9,1,1,1,1,1,9,9,9,9,9,9,2,1,9,9,1,2,1,9,9
685,SIMCOE EAST,Ontario,1882 - 1966,7,1892.02.25,3219,e94b8af3-fe69-477e-8184-ee47b287bc67,"BENNETT, William Humphrey",accl.,,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,9,9,9,9,2,2,2,2,2,2,1,2,2,1,9,2,2,2,2,2,9,9,2,9,2,2,1,2,1,9,1,2,2,2,2,2,1,2,2,2,2,2,2,9,9,9,1,9,1,2,9,9,1,9,1,1,2
26,ASSINIBOIA WEST,Northwest Territories,1886 - 1905,7,1891.03.05,3220,e962179e-ccee-48aa-90ae-36ec7f5874b0,"DAVIN, Nicholas F.",1011,0.5965,Conservative (1867-1942),"Author, barrister, correspondent, journalist, lawyer, reporter",Protestant,0,2,,,,,,,,,Ireland,,,,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,9,2,2,9,2,2,1,9,9,2,1,1,9,9,9,2,2,9,9,2,9,1,9,1,2,1,2,1,2,1,1,9,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,9,9,2,1,2,2,9,2,2,2,2,1,2,1,2,9,9,2,2,2,2,9,9,9,2,2,1,9,2,2,2,1,2,2,2,1,2,1,1,2,1,2,1,1,2
501,NORTHUMBERLAND WEST,Ontario,1867 - 1914,7,1891.03.05,3230,ea18259a-1425-41c6-b7ca-bcca3c7c43d6,"HARGRAFT, John",1591,0.5059,Liberal Party of Canada,Merchant,Protestant,0,1,,,,,,,,,,,,,2,2,2,2,9,2,1,1,9,2,9,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
409,LUNENBURG,Nova Scotia,1867 - 1924,7,1891.03.05,3243,eb44ee89-ba9a-4c19-8685-b02feeadba1e,"KAULBACH, C.E.",2592,0.519,Conservative (1867-1942),"Businessman, shipowner",Protestant,0,3,,,,,,,,,,,,,1,1,9,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,9,2,2,2,9,2,9,1,2,2,2,9,2,9,2,9,1,1,1,2,9,2,9,2,2,2,2,2,2,2,9,2,2,2,1,9,2,1,9,2,2,1,2,9,9,9,2,9,9,9,9,9,9,9,2,2,2,2,2,2,9,2,9,2,2,2,9,1,9,2,1,1,2,1,1,2,1,2,1,1,2
392,LENNOX,Ontario,1867 - 1903,7,1891.03.05,3251,ebb4d1a8-a8b1-4bf0-a983-141d56adfed6,"ALLISON, D.W.",1637,0.5089,Liberal Party of Canada,"Farmer, manufacturer, speculator",Protestant,0,2,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
766,VAUDREUIL,Quebec,1867 - 1914,7,1891.03.05- and 1893.04.12,3264,ec781da4-f0ba-4937-a2dd-67336c5bf75f,"HARWOOD, Henry Stanislas",1087,0.5236,Liberal Party of Canada,"Farmer, land surveyor",Catholic,0,1,,,,,,,,,,Unseated: ó,,,2,2,2,2,2,2,1,1,2,2,2,1,9,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,2,2,1,1,9,9,1,9,1,9,1,1,1,1,1,2,1,1,1,1,2,2,2,1,9,1,2,1,9,1,2,9,9,2,9,9,2,1,1,1,9,1,1,2,1,1,1,1,1,1,9,2,1,9,2,1,2,2,1,2,1,1,1,9
836,YAMASKA,Quebec,1867 - 1933,7,1891.03.05,3333,f1afb264-0b74-4fc1-aee4-9e23c4eec7af,"MIGNAULT, R.M.S.",1399,0.5185,Liberal Party of Canada,Physician,Fr.Catholic,1,1,,,,,,,,,,,,,2,2,9,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,2,2,9,1,1,1,1,9,1,1,1,1,9,1,9,1,9,2,2,2,1,1,1,1,1,1,9,1,1,9,1,1,2,2,1,1,1,1,2,2,2,1,9,1,2,1,1,1,2,1,2,2,1,2,9,9,1,1,9,1,1,2,1,1,1,1,1,1,9,2,1,9,9,1,2,2,1,9,2,9,1,1
635,ST. HYACINTHE,Quebec,1867 - 1914,7,1891.03.05,3336,f1f20634-f78a-4eb4-9aa5-af14bdaf72bc,"BERNIER, M.E.",1671,0.5871,Liberal Party of Canada,"Businessman, notary",Fr.Catholic,1,3,,,,,,,,,,,,,2,2,2,2,9,2,1,9,2,2,2,9,9,1,2,1,1,1,1,1,1,1,1,1,9,2,1,2,2,1,9,9,1,1,1,2,2,1,2,9,9,1,1,1,1,2,2,1,1,1,1,1,1,1,9,2,2,2,1,1,1,2,1,1,9,9,1,1,1,9,2,2,2,1,1,1,2,2,2,9,1,1,2,9,9,1,2,1,2,2,9,9,2,1,1,9,1,1,1,2,1,9,1,1,1,1,2,2,1,9,9,1,2,2,1,9,2,9,9,1
820,WINNIPEG,Manitoba,1882 - 1914,7,1893.11.22,3340,f2213902-e135-482f-a0a9-08c97a95b6d7,"MARTIN, Joseph",accl.,,Liberal Party of Canada,"Lawyer, newspaper editor, newspaper owner, teacher",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,1,2,1,1,1,1,9,1,9,1,1,9,1,1,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,1,2,9,9,1,1,2,9,9,1,9,1,9,1,2,1,9,1,9,1,1,2,2,9,1,2,1,2,2,1,9,9,9,9,9
588,QUEEN'S COUNTY,Prince Edward Island,1873 - 1892,7,1891.03.05,3348,f3059fb3-b5ef-4374-a2ec-891a3ab7755a,"WELSH, William",3854,0.2561,Independent Liberal,"Merchant, shipowner",Protestant,0,2,,,,,,,,,,,,,2,2,9,2,2,2,1,1,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,2,1,9,9,9,9,9,9,1,9,1,9,9,1,1,2,9,1,1,9,1,9,1,9,9,9,2,9,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,1,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,1,9,9,2,1,2,2,9,2,1,1,2,9
164,CUMBERLAND,Nova Scotia,1867 - 1966,7,1891.03.05- and 1892.01.30-1894.12.20  and 1895.01.15,3350,f31d0864-c9db-4c80-8a20-f7d3c6595850,"DICKEY, Arthur Rupert",2935,0.5503,Conservative (1867-1942),Lawyer,Protestant,0,2,,1,,,,,,,,Election declared void: ... & Resignation. Appointed Secretary of State of Canada: 1894.12.20 ,,,1,1,1,1,9,1,2,2,2,2,9,2,9,2,1,2,2,2,2,2,9,2,2,2,1,2,2,1,9,9,2,1,9,9,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,9,2,9,2,9,1,9,1,2,9,2,9,9,2,2,2,2,9,2,2,2,2,2,1,9,2,2,2,2,9,9,9,9,9,9,2,1,2,1,2,2,1,2,2,2,9,2,9,2,1,2,2,2,2,2,2,9,2,2,9,1,2,1,9,9,9,9,9,1,2
796,WELLINGTON NORTH,Ontario,1867 - 1952,7,1891.03.05,3358,f40687b3-9df6-4196-9f54-4a1a9d2df789,"MCMULLEN, James",2486,0.5194,Liberal Party of Canada,Merchant,Protestant,0,3,,,,,,,,,Ireland,,,,2,2,2,2,2,2,9,1,2,2,2,9,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,9,1,9,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,9,9,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,9,9,1,1,1,1,1,9,1,1,1,1,1,1,9,1,2,9,2,1,2,2,1,2,9,9,2,9
795,WELLINGTON CENTRE,Ontario,1867 - 1903,7,1891.03.05,3405,f7ff0490-e500-44af-9e44-f93be15a8f4e,"SEMPLE, Andrew",2455,0.5164,Liberal Party of Canada,"Grain merchant, miller",Protestant,0,2,,,,,,,,,Scotland,,,,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,9,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,2,2,1,2,2,9,1,2,1,1,1,9,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,9,1,2,9,2,1,2,2,1,2,1,1,9,1
790,WATERLOO NORTH,Ontario,1867 - 1966,7,1891.03.05,3410,f873dc66-0a36-433e-8a50-c37061abf06b,"BOWMAN, Isaac Erb",2289,0.5095,Liberal Party of Canada,Businessman,Protestant,0,5,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,9,1,1,1,1,9,1,2,2,1,2,2,1,1,2,1,1,9,9,9,9,2,1,9,1,1,1,9,9,9,1,1,1,9,1,9,9,2,2,9,2,1,1,1,2,1,9,9,9,9,9,1,1,1,1,1,2,9,9,9,9,9,9,2,1,2,9,9,1,2,1,2,1,9,9,1,1,1,1,9,1,1,2,1,2,9,9,9,9,9,1,1,9,2,1,2,2,1,9,9,9,9,9
810,WESTMORLAND,New Brunswick,1867 - 1966,7,1895.08.24,3421,f959ea16-f9a9-4d79-8df0-0e3626c2b39a,"POWELL, Henry A.",accl.,,Liberal-Conservative,"Lawyer, professor of law",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,1,1,2,1,9,9,1,2,1,1,9
461,MONTREAL CENTRE,Quebec,1867 - 1892,7,1895.12.27,3448,fc4aae34-9a90-4611-a373-cc172420a34e,"MCSHANE, James",accl.,,Liberal Party of Canada,"Exporter, merchant",Catholic,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,9,9,1,2,2,1,9,9,9,9,1
327,KENT,New Brunswick,1867 - 1966,7,1891.03.05-1892.08.08,3452,fc71c587-39a6-44e7-9f8d-cd9ba46283aa,"LEGER, E.-H.",1722,0.6301,Conservative (1867-1942),Physician,Fr.Catholic,1,2,,,,,,,,,,Died in office: 1892.08.08,,,1,1,1,1,1,1,2,2,2,1,9,2,9,2,1,2,2,2,2,2,2,2,9,9,1,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
545,PERTH SOUTH,Ontario,1867 - 1933,7,1892.03.10,3484,ff8f0b1e-2e72-498d-a6a2-afb02ae40df8,"PRIDHAM, William",accl.,,Conservative (1867-1942),Drover,Protestant,0,1,,,,,,,,,England,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,2,2,1,2,9,2,1,1,2,1,9,2,2,2,2,2,9,9,2,2,2,9,2,9,2,1,1,1,1,2,2,2,9,2,2,2,2,9,2,2,2,2,2,2,1,2,2,1,9,9,9,9,9,9,9,9,2,1,2,2,2,2,1,2,2,2,9,9,2,2,1,2,1,2,2,2,2,9,2,2,9,1,2,1,1,2,9,9,9,9,2
