Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H17S1V001,H17S1V002,H17S1V003,H17S1V004,H17S1V005,H17S1V006,H17S2V001,H17S2V002,H17S2V003,H17S2V004,H17S2V005,H17S2V006,H17S2V007,H17S2V008,H17S2V009,H17S2V010,H17S2V011,H17S2V012,H17S2V013,H17S2V014,H17S2V015,H17S2V016,H17S2V017,H17S2V018,H17S2V019,H17S2V020,H17S2V021,H17S2V022,H17S2V023,H17S2V024,H17S2V025,H17S3V001,H17S3V002,H17S3V003,H17S3V004,H17S3V005,H17S3V006,H17S3V007,H17S3V008,H17S3V009,H17S3V010,H17S3V011,H17S3V012,H17S3V013,H17S3V014,H17S3V015,H17S3V016,H17S3V017,H17S3V018,H17S3V019,H17S3V020,H17S3V021,H17S3V022,H17S3V023,H17S3V024,H17S4V001,H17S4V002,H17S4V003,H17S4V004,H17S4V005,H17S4V006,H17S4V007,H17S4V008,H17S4V009,H17S4V010,H17S4V011,H17S4V012,H17S4V013,H17S4V014,H17S4V015,H17S4V016,H17S4V017,H17S4V018,H17S4V019,H17S4V020,H17S4V021,H17S4V022,H17S4V023,H17S4V024,H17S4V025,H17S4V026,H17S4V027,H17S4V028,H17S4V029,H17S4V030,H17S4V031,H17S4V032,H17S4V033,H17S4V034,H17S4V035,H17S4V036,H17S4V037,H17S4V038,H17S4V039,H17S4V040,H17S5V001,H17S5V002,H17S5V003,H17S5V004,H17S5V005,H17S5V006,H17S5V007,H17S5V008,H17S5V009,H17S5V010,H17S5V011,H17S5V012,H17S5V013,H17S5V014,H17S5V015,H17S5V016,H17S5V017,H17S5V018,H17S5V019,H17S5V020,H17S5V021,H17S5V022,H17S5V023,H17S5V024,H17S5V025,H17S5V026,H17S5V027,H17S6V001,H17S6V002,H17S6V003,H17S6V004,H17S6V005,H17S6V006,H17S6V007,H17S6V008,H17S6V009,H17S6V010,H17S6V011,H17S6V012,H17S6V013,H17S6V014,H17S6V015,H17S6V016,H17S6V017,H17S6V018,H17S6V019,H17S6V020,H17S6V021,H17S6V022,H17S6V023,H17S6V024,H17S6V025,H17S6V026,H17S6V027
487,NIPISSING,Ontario,1892 - 2003,17,1930.07.28,2643,bde42488-05e2-47ed-9198-b4c92e8c1b54,"HURTUBISE, Joseph Raoul",12588,0.5344,Liberal Party of Canada,"Physician, surgeon",,1,1,,,,,,,,,,,,,1,9,2,1,2,9,2,1,1,2,1,9,9,9,9,9,1,9,9,9,9,9,9,9,2,9,2,9,2,1,9,9,1,2,9,1,2,9,1,2,9,9,9,9,9,9,2,2,1,2,9,9,9,9,9,2,1,2,9,9,9,2,1,2,2,2,9,2,1,2,1,2,2,2,9,2,9,1,2,2,9,9,2,1,2,9,9,9,2,1,2,2,9,2,9,2,9,1,1,2,2,1,2,1,1,9,9,9,2,2,9,9,9,2,9,9,9,1,2,9,1,9,9,2,9,9,1,1,1,9,9,9,9,9,9,9,2,9,9,9,2,2,2,9,2,9,1,1,9
58,BOW RIVER,Alberta,1914 - 1966,17,1930.07.28,2653,bec983fd-5d93-4fb8-b921-3a1d702cbebd,"GARLAND, Edward Joseph",5825,0.5559,United Farmers of Alberta,Farmer,,0,4,,,,,,,,,Ireland,,,,1,9,1,9,2,1,2,1,9,2,1,9,9,2,9,9,1,1,2,1,9,1,1,2,1,1,9,9,2,1,9,2,1,9,9,1,2,1,1,2,1,2,1,9,9,9,2,1,1,2,1,1,2,1,1,2,9,9,1,1,2,9,9,9,9,9,9,9,9,1,9,2,2,2,1,2,9,1,9,9,9,2,1,2,2,9,9,2,2,1,9,9,2,2,9,1,2,1,1,9,2,1,2,2,1,2,1,2,9,1,2,2,9,1,9,2,1,1,2,2,1,1,9,1,1,9,1,1,2,1,9,2,1,9,2,9,9,2,9,2,2,1,1,9,9,9,9,1,2
426,MATANE,Quebec,1914 - 1933,17,1930.07.28,2661,bf60e316-f28a-429b-969f-ef19a80dacb7,"LARUE, Joseph-Ernest-Henri",7710,0.525,Conservative (1867-1942),Notary,,1,1,,,,,,,,,,,,,2,2,2,2,1,2,9,2,2,1,9,9,2,1,2,1,1,9,9,2,2,2,2,1,1,2,9,9,1,2,9,9,9,9,1,2,1,1,9,1,1,1,2,1,9,9,9,2,2,1,2,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,1,9,1,9,9,9,9,9,9,2,2,1,9,9,9,9,2,1,9,1,1,9,9,1,2,2,9,9,9,9,2,2,9,9,9,9,1,9,9,1,2,9,9,9,1,1,1,2,9,2,9,9,9,2,2,9,1,9,9,2,2,1,9,9,9,9,9,1,9,9,9,1,9,2,2,9
396,LEVIS,Quebec,1867 - 1998,17,1930.07.08-1935.08.13,2671,bffdd651-1e21-4341-969e-79be6a10f73e,"FORTIN, Emile",7065,0.5066,Conservative (1867-1942),"Pharmacist, physician",,1,1,,,,,,,,,,Resignation. Called to the Senate: 1935.08.13,,,9,2,9,9,9,2,1,2,2,1,2,2,9,9,2,9,9,9,9,2,2,9,9,9,1,9,9,9,9,2,9,9,9,9,1,9,1,2,2,9,1,1,2,9,9,2,9,2,2,1,2,2,1,2,9,1,2,1,9,9,1,1,1,1,1,1,1,9,9,9,2,1,1,1,9,1,9,9,1,1,9,9,2,2,1,9,9,9,1,2,1,1,1,1,1,9,1,2,2,9,1,9,9,2,2,9,9,9,9,1,9,9,1,2,9,9,9,1,9,9,9,9,2,2,9,9,2,9,9,1,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,2,9
1269,THREE RIVERS--ST. MAURICE,Quebec,1924 - 1933,17,1930.07.28-1931.01.04,2678,c083d76e-c0b0-4025-8cd9-98115deb241c,"BETTEZ, Arthur",14732,0.5707,Liberal Party of Canada,Accountant,,0,3,,,,,,,,,,Died in office: 1931.01.04,,,1,1,2,1,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
778,VICTORIA,Ontario,1903 - 1966,17,1930.07.28,2741,c4a99832-e80f-4388-8e64-c14b25943a41,"STINSON, Thomas Hubert",8999,0.5894,Conservative (1867-1942),Barrister,,0,3,,,,,,,,,,,,,2,2,9,9,1,2,9,9,9,9,9,9,2,1,2,2,1,9,9,9,9,2,2,1,1,9,9,2,1,2,9,9,9,9,9,9,9,2,2,9,1,1,2,9,9,2,9,2,2,1,9,2,9,9,9,1,2,1,9,9,9,9,9,9,9,1,1,9,2,9,2,9,9,1,9,1,9,2,1,1,9,9,2,2,1,1,9,1,1,9,1,1,9,9,9,9,9,2,2,9,9,2,1,9,2,9,9,1,9,1,9,9,1,2,9,9,9,1,1,1,9,9,2,9,9,2,2,2,1,1,2,1,2,2,1,9,9,1,2,9,1,9,9,9,1,1,2,2,9
30,BATTLE RIVER,Alberta,1914 - 1952,17,1930.07.28,2753,c59fd096-6883-4701-81c3-6f45cd624771,"SPENCER, Henry Elvins",6874,0.6364,United Farmers of Alberta,"Farmer, printer, publisher",,0,4,,,,,,,,,England,,,,1,2,1,9,2,1,2,1,9,2,9,1,1,2,2,2,1,1,2,1,9,1,1,2,9,1,9,2,9,1,2,2,1,2,1,9,2,9,1,1,1,2,1,2,9,2,9,1,2,2,1,1,2,1,1,2,1,9,1,1,9,9,9,9,9,9,9,2,2,1,1,2,2,2,1,2,1,1,1,1,2,2,1,2,2,9,1,2,2,1,1,1,9,9,9,1,2,1,1,2,2,9,9,2,1,2,1,2,1,1,2,2,1,1,9,2,1,1,9,1,9,9,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,9
187,DURHAM,Ontario,1903 - 1966,17,1930.07.28,2759,c61f7227-e070-4bee-8ddb-338d2405a4e0,"BOWEN, Fred Wellington",6827,0.5667,Conservative (1867-1942),Farmer,,0,4,,,,,,,,,,,,,2,2,2,2,1,9,9,2,2,1,9,2,9,9,2,2,1,2,9,9,9,9,9,9,1,9,1,2,1,2,9,9,2,1,9,2,1,2,2,1,1,1,2,9,2,9,9,2,2,1,9,2,1,2,9,1,2,1,9,9,9,1,1,1,1,1,1,9,2,2,2,1,1,1,1,1,9,2,1,1,9,9,2,2,1,1,1,9,1,9,1,1,1,9,1,2,9,2,2,9,1,9,9,9,2,9,9,9,1,9,9,1,9,2,1,2,1,1,1,1,2,9,2,9,9,9,2,2,9,1,2,9,2,2,1,2,1,1,1,1,1,1,1,9,1,1,2,2,1
587,QUEEN'S,Prince Edward Island,1903 - 1966,17,1930.07.28,2760,c638ba68-559c-40ce-ac85-82aa844a881c,"MCLURE, Winfield Chester Scott",9310,0.2605,Conservative (1867-1942),"Broker, teacher, trader",,0,1,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,9,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,9,9,9,9,9,2,2,1,2,9,1,2,1,2,2,1,9,9,9,9,9,9,1,2,2,2,1,1,1,1,1,9,2,1,1,2,1,2,2,1,9,1,1,1,9,1,1,9,1,9,2,9,9,2,1,1,2,1,2,2,2,1,1,1,1,1,1,9,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,9,9,9,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1
323,KAMOURASKA,Quebec,1867 - 1976,17,1930.07.28,2786,c7877003-a7b3-48bd-96df-1091b52e294b,"BOUCHARD, Georges",4534,0.5246,Liberal Party of Canada,"Agrologist, teacher",,1,4,,,,,,,,,,,,,1,9,2,1,2,1,9,1,1,2,1,9,9,2,9,1,1,9,9,9,9,9,9,9,2,1,2,1,2,1,9,9,9,9,2,9,2,9,1,2,2,2,1,2,1,1,2,2,1,2,9,9,9,9,9,2,1,2,9,1,2,9,9,9,9,9,2,9,9,2,9,2,2,2,9,2,1,9,9,9,1,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,1,2,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,1,9,1,9,1,9,9,9,9,9,9,1,2,1,2,9,2,9,9,2,9,9,9,9,9,9,1,9,9
612,RICHMOND--WEST CAPE BRETON,Nova Scotia,1924 - 1933,17,1930.07.28-1930.08.21,2797,c838192a-4657-4b91-a1b7-3a009c93343f,"MACDONALD, John Alexander",4085,0.5448,Conservative (1867-1942),Physician,,0,3,,,,,,,,,,Resignation. To allow E.N. Rhodes to run for office: 1930.08.21,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
235,GASPE,Quebec,1867 - 1996,17,1930.07.28,2820,ca0503f8-6363-41e2-9b5b-12c115d3c8c8,"BRASSET, Maurice",9784,0.6041,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,9,9,2,1,2,9,2,1,1,9,9,1,1,2,1,9,2,9,9,9,1,2,1,2,2,9,9,9,2,1,9,2,1,2,9,9,2,1,1,9,9,9,1,2,9,9,9,2,9,9,9,2,2,2,9,9,9,9,9,9,2,9,9,9,9,9,2,2,1,1,1,9,9,9,2,9,1,9,9,2,9,9,2,1,2,2,9,2,2,1,9,9,2,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,2,1,2,2,9,9,1,9,1,9,1,9,9,2,1,1,2,1,9,1,2,9,9,9,9,2,2,9,9,9,9,9,2
213,ESSEX EAST,Ontario,1924 - 1966,17,1930.07.28,2824,ca28dee6-12e2-47ac-ab0a-584fb493a400,"MORAND, Hon. Raymond D.",9243,0.5644,Conservative (1867-1942),"Lecturer, physician",,0,2,,,,,,,,,,,,,2,2,2,2,1,9,1,2,2,1,2,9,2,1,2,9,9,9,9,9,9,2,2,1,1,2,1,2,1,2,9,9,9,9,1,2,1,2,2,9,9,9,2,1,9,2,1,2,2,1,9,9,1,2,9,1,9,1,9,9,9,1,9,1,1,9,1,1,1,2,2,1,1,1,1,1,9,2,1,9,9,9,2,2,1,9,9,1,1,9,1,1,1,9,9,2,1,2,2,9,9,2,1,2,2,2,1,9,1,1,9,9,1,2,2,2,9,9,1,9,9,9,2,9,9,9,2,2,1,1,9,9,2,2,1,2,1,1,9,1,1,1,1,9,1,9,2,2,9
250,GRENVILLE--DUNDAS,Ontario,1924 - 1966,17,1930.07.28,2874,cdd10c21-6c0d-459f-a8a0-99d3c72da7b1,"CASSELMAN, Arza Clair",9498,0.6516,Conservative (1867-1942),"Barrister, lawyer",,0,4,,,,,,,,,,,,,9,2,2,9,9,9,1,2,2,1,9,9,9,9,9,2,9,9,9,9,9,2,9,9,9,2,9,9,1,9,9,9,9,9,9,2,1,2,2,9,1,1,2,9,9,2,9,2,9,9,9,9,1,9,9,1,9,9,9,9,1,1,1,1,1,1,9,9,9,2,9,9,1,9,9,9,9,2,9,9,9,9,2,2,1,1,9,9,9,9,1,9,9,9,9,9,1,2,9,1,9,9,9,2,2,9,9,9,9,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,2,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
63,BRANT,Ontario,1903 - 1947,17,1930.07.28,2887,ceffab7f-3b3b-43ea-a168-f43a4e8b34af,"SMOKE, Franklin",5094,0.5381,Conservative (1867-1942),Barrister,,0,3,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,2,9,2,1,2,2,1,2,1,9,9,2,2,1,1,2,1,2,9,9,9,1,2,1,1,9,9,9,9,1,1,1,2,9,9,2,1,2,9,9,2,9,9,9,9,1,2,9,2,2,1,1,9,1,1,1,9,9,2,9,9,9,9,1,1,9,2,9,9,9,9,9,9,9,9,1,9,9,9,2,9,9,9,9,9,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,2,9,1,1,2,1,2,2,1,2,1,9,9,9,1,9,9,9,9,9,2,9,9
388,LEEDS,Ontario,1903 - 1976,17,1930.07.28-1930.08.06 and 1930.08.25,2906,d0fdc43a-2bf2-47f2-a4e7-5e122182e613,"STEWART, Hon. Hugh Alexander",9401,0.6004,Conservative (1867-1942),Barrister,,0,4,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1930.08.06,,,2,2,2,2,1,2,9,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,9,1,1,1,1,1,1,1,2,2,2,1,1,9,1,1,2,2,1,1,9,1,2,2,1,1,1,1,1,2,1,1,1,9,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,9,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,9,9,9,1,1,2,2,1
380,LAST MOUNTAIN,Saskatchewan,1914 - 1933,17,1930.07.28,2919,d22c2ce8-8ced-4ca4-96fd-ed61941ed0fd,"BUTCHER, Harry",5087,0.3943,Liberal Party of Canada,Barrister,,0,1,,,,,,,,,England,,,,1,1,2,1,2,1,2,1,1,2,1,9,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,2,1,9,2,1,2,2,1,2,1,1,9,9,9,1,2,9,9,2,2,1,2,9,1,2,9,9,2,1,2,1,1,2,2,2,2,2,2,9,2,2,1,1,2,2,2,9,2,1,1,2,2,1,9,9,9,9,1,9,2,2,1,2,2,2,2,9,1,2,1,1,2,2,1,2,9,1,1,2,2,2,2,2,1,2,2,1,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9
464,MOOSE JAW,Saskatchewan,1907 - 1952,17,1930.07.28,2949,d45bae23-f482-4db2-812f-f64d2ee9b74a,"BEYNON, William Addison",9290,0.5266,Conservative (1867-1942),Barrister,,0,1,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,9,9,9,1,2,9,1,2,1,2,2,2,2,1,1,2,1,2,1,2,9,1,2,1,1,2,1,1,2,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,1,1,9,9,1,9,9,2,9,9,9,9,9,9,1,2,9,1,1,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,1,2,9,9,1,2,9,2,2,9,9,1,9,9,9,1,1,2,9,2,9,9,1,9,2,9,2,2,9,9,2,2,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,1
639,ST. JAMES,Quebec,1892 - 1947,17,1930.07.28,2963,d5513859-e07e-4492-ae07-70bda3037018,"RINFRET, Hon. Fernand",13299,0.6818,Liberal Party of Canada,"Author, editor, journalist, professor",,1,5,,,,,,,,,,,,,1,1,2,1,2,9,9,9,9,9,9,9,9,2,9,1,1,1,2,9,9,2,1,2,2,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,1,9,9,9,9,2,9,9,2,2,2,1,2,1,2,2,9,9,1,9,9,9,1,1,1,9,9,1,2,1,2,1,9,9,9,2,9,2,2,9,2,9,1,1,2
185,DUFFERIN--SIMCOE,Ontario,1924 - 1966,17,1930.07.28,2968,d5828758-1cba-4fc0-85ba-bc61c620ed60,"ROWE, William Earl",9369,0.681,Conservative (1867-1942),"Farmer, rancher",,0,3,,,,,,,,,United States,,,,9,9,2,9,9,9,9,2,2,1,2,9,9,9,2,2,9,9,9,9,9,2,2,1,1,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,1,2,9,9,9,9,2,2,1,9,2,9,9,9,1,2,1,9,9,1,9,9,9,9,9,1,9,2,2,2,1,9,1,1,9,9,9,9,9,9,9,2,2,1,9,9,9,9,9,9,1,9,9,9,9,1,2,2,9,9,9,9,2,2,9,9,9,1,9,9,9,9,9,9,9,9,1,1,1,9,9,9,2,9,9,9,2,9,1,2,1,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9
376,LAPRAIRIE--NAPIERVILLE,Quebec,1892 - 1933,17,1930.07.28,2980,d61f7675-ca36-4f5a-ba94-aa6f818f3d8a,"DUPUIS, Vincent",4321,0.5213,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,1,9,2,1,2,1,9,1,1,2,1,9,9,9,1,1,9,9,2,9,9,2,1,2,2,9,9,9,2,9,9,9,9,9,9,9,9,1,1,2,2,2,1,9,9,9,9,2,1,9,9,1,9,9,9,9,1,2,9,9,9,9,9,9,9,9,2,9,1,9,9,2,2,2,2,2,1,1,2,2,9,9,2,1,2,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,9,2,2,2,1,9,1,2,2,1,9,1,9,9,9,1,1,1,2,1,1,2,1,2,9,9,9,2,9,9,9,2,9,9,9,9,9,9
785,VICTORIA--CARLETON,New Brunswick,1914 - 1966,17,1930.07.28,2983,d669787b-441a-4033-801b-c861e7a6ec61,"SMITH, Benjamin Franklin",8628,0.599,Conservative (1867-1942),"Merchant, produce dealer",,0,1,,,,,,,,,,,,,2,2,9,9,9,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,9,9,9,9,9,9,9,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,9,9,9,9,2,1,2,2,1,1,1,1,1,1,9,9,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,9,1,1,1,2,1,1,1,1,9,2,9,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,9,9,2,2,2,2,9,9,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,9,9,9,1
23,ASSINIBOIA,Saskatchewan,1907 - 1987,17,1930.07.28,2984,d671bf1e-b1ae-4a2c-ba23-cd818410eb62,"MCKENZIE, Robert",8226,0.5242,Liberal Party of Canada,Agent,,0,3,,,,,,,,,,,,,1,1,2,1,2,9,9,1,1,2,1,1,9,9,1,9,2,1,9,9,9,9,9,9,2,9,2,1,2,1,9,9,1,2,9,1,2,1,1,2,2,2,1,9,1,9,9,9,1,2,9,1,9,9,9,9,1,2,9,9,9,2,1,2,2,2,2,9,9,2,1,2,2,2,2,2,9,1,2,2,9,9,2,1,2,1,2,9,2,9,2,2,2,9,2,1,9,1,1,9,2,9,9,9,1,9,9,9,2,9,9,1,9,2,1,1,2,1,2,2,1,9,1,9,9,9,1,1,9,2,1,9,2,1,2,1,2,2,9,2,2,2,2,9,2,1,1,1,2
744,TORONTO WEST CENTRE,Ontario,1924 - 1933,17,1930.07.28,2986,d680f4a9-7ac0-4af8-9c49-4fe918fa9a81,"FACTOR, Samuel",8367,0.4906,Liberal Party of Canada,"Barrister, lawyer",,0,1,,,,,,,,,Russia,,,,1,9,2,1,2,9,9,1,1,2,2,1,9,9,1,9,1,9,9,9,9,2,1,9,9,1,9,1,2,9,9,9,9,9,9,9,9,1,1,9,2,2,9,9,9,1,9,9,9,9,1,9,9,9,9,1,1,2,9,9,9,2,1,2,2,2,9,9,9,2,9,9,9,9,9,2,9,1,9,9,9,9,9,9,9,9,9,2,2,1,2,2,2,2,9,2,2,1,9,9,2,9,9,9,1,1,2,2,9,2,9,9,2,2,1,9,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,1,9,9,2,2,9,9,9,9,2,1,9,9,9
394,LETHBRIDGE,Alberta,1914 - 1977,17,1930.07.28,3001,d78c9f61-d5a6-4d62-a5f0-26ad1886af7b,"STEWART, John Smith",4863,0.3884,Conservative (1867-1942),"Dentist, teacher",,0,1,,,,,,,,,,,,,2,2,2,2,1,9,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,9,9,1,2,9,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,9,1,2,2,1,2,1,2,2,9,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,9,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,9,9,1,1,1,1,1,1,1,2,2,9
780,VICTORIA,British Columbia,1924 - ,17,1930.07.28,3030,d97e82c8-e7dd-42d9-99de-d098424d60e7,"PLUNKETT, D'Arcy Britton",8319,0.5689,Conservative (1867-1942),Ironworker,,0,2,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,2,9,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,9,9,9,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,9,2,1,2,2,1,1,9,1,1,2,1,1,1,9,9,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,9,1,2,1,2,1,1,9,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,9,9,9,1,1,1,1,1,1,1,9,2,1
225,FRASER VALLEY,British Columbia,1919 - 1966,17,1930.07.28,3036,d9fde75a-6543-457b-8a5b-f3ddf1adb4f4,"BARBER, Harry James",6946,0.5215,Conservative (1867-1942),Pharmacist,,0,3,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,9,9,2,2,1,1,2,9,9,1,9,9,1,2,1,1,9,1,9,2,1,1,1,2,1,2,2,1,2,2,1,9,2,1,2,9,1,2,1,9,2,1,1,1,1,1,9,1,9,2,1,9,9,1,9,1,1,2,2,1,1,2,1,2,2,1,1,9,9,1,2,1,1,1,1,9,2,1,2,2,1,9,2,1,2,2,2,1,1,1,1,9,1,9,2,1,2,1,1,1,1,2,9,2,9,1,9,2,2,1,1,1,1,2,2,1,9,1,1,9,1,9,9,9,9,1,1,2,2,1
407,LOTBINIERE,Quebec,1867 - 2000,17,1930.07.28,3043,da9744b5-50cb-4aab-a7e1-945c4143b55c,"VERVILLE, Joseph-Achille",5068,0.5675,Liberal Party of Canada,Notary,,1,3,,,,,,,,,,,,,9,9,2,1,2,1,2,1,1,2,9,9,9,2,1,9,9,9,9,9,9,2,1,2,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,2,2,2,1,9,9,9,9,2,1,2,1,9,2,9,9,2,1,2,9,9,9,2,2,2,2,2,9,9,9,2,1,9,9,9,9,2,9,1,2,2,9,9,2,1,2,9,9,9,2,9,2,9,2,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,1,9,9,1,2,2,9,9,9,2,9,9,9,1,1,2,9,1,9,9,9,9,9,2,2,2,9,9,9,9,9,9,9,9,9
825,WINNIPEG SOUTH CENTRE,Manitoba,1924 - 1976,17,1930.07.28,3048,daea9bc0-a9a9-4c4e-a48b-7f4cb5ebcfc3,"KENNEDY, William Walker",17355,0.56,Conservative (1867-1942),Barrister,,0,2,,,,,,,,,,,,,2,2,9,9,9,9,9,2,2,1,9,9,9,9,2,2,1,9,9,2,2,2,2,1,9,9,9,9,9,9,2,9,9,1,9,9,1,2,2,9,9,9,9,9,2,2,9,2,9,9,9,9,9,9,9,9,9,1,9,9,9,1,1,1,1,1,9,9,9,9,2,9,1,1,9,9,9,9,1,1,2,1,2,2,1,9,9,9,9,9,1,1,1,9,1,2,1,2,2,2,9,9,1,2,9,2,1,1,9,9,9,1,9,2,9,9,9,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,2,2,1,9,1,1,9,9,9,9,9,9,9,1,9,9,1
