Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H03S1V001,H03S1V002,H03S1V003,H03S1V004,H03S1V005,H03S1V006,H03S1V007,H03S1V008,H03S1V009,H03S2V001,H03S2V002,H03S2V003,H03S2V004,H03S2V005,H03S2V006,H03S2V007,H03S2V008,H03S2V009,H03S2V010,H03S2V011,H03S2V012,H03S2V013,H03S2V014,H03S2V015,H03S2V016,H03S2V017,H03S2V018,H03S2V019,H03S2V020,H03S2V021,H03S2V022,H03S2V023,H03S2V024,H03S2V025,H03S2V026,H03S2V027,H03S2V028,H03S2V029,H03S2V030,H03S2V031,H03S2V032,H03S2V033,H03S2V034,H03S2V035,H03S3V001,H03S3V002,H03S3V003,H03S3V004,H03S3V005,H03S3V006,H03S3V007,H03S3V008,H03S3V009,H03S3V010,H03S3V011,H03S3V012,H03S3V013,H03S4V001,H03S4V002,H03S4V003,H03S4V004,H03S4V005,H03S4V006,H03S4V007,H03S4V008,H03S4V009,H03S4V010,H03S4V011,H03S4V012,H03S4V013,H03S4V014,H03S4V015,H03S4V016,H03S4V017,H03S4V018,H03S4V019,H03S4V020,H03S4V021,H03S4V022,H03S4V023,H03S4V024,H03S4V025,H03S4V026,H03S4V027,H03S4V028,H03S4V029,H03S4V030,H03S4V031,H03S4V032,H03S4V033,H03S4V034,H03S4V035,H03S4V036,H03S5V001,H03S5V002,H03S5V003,H03S5V004,H03S5V005,H03S5V006,H03S5V007,H03S5V008,H03S5V009,H03S5V010,H03S5V011,H03S5V012,H03S5V013,H03S5V014,H03S5V015,H03S5V016,H03S5V017,H03S5V018,H03S5V019,H03S5V020,H03S5V021,H03S5V022,H03S5V023,H03S5V024,H03S5V025,H03S5V026,H03S5V027,H03S5V028,H03S5V029,H03S5V030,H03S5V031,H03S5V032,H03S5V033,H03S5V034
803,WENTWORTH NORTH,Ontario,1867 - 1892,3,1874.01.22,2965,d56e6749-5c56-4720-8848-5cb71a4c8a64,"BAIN, Thomas",accl.,,Liberal Party of Canada,Farmer,Protestant,0,2,,,,,,,,,Scotland,,,,2,2,1,2,2,2,1,2,2,2,1,9,9,9,9,2,1,1,1,1,2,2,2,1,1,2,2,1,9,2,2,2,1,1,2,9,9,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,9,1,2,2,1,2,2,1,1,2,1,1,1,9,9,9,9,9,9,9,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,9,2,9,9,1,2,2,2,1,1,1,1,2,1,9,2,2,2,1,2,1,9,1,9,9,1,9,2,2,2,2,2,2,1,2,2,1,2
776,VICTORIA,New Brunswick,1867 - 1914,3,1874.01.22,2995,d717f8af-0d8f-43cd-bb44-e256bf4dd418,"COSTIGAN, John",868,0.6692,Liberal-Conservative,Judge,Catholic,0,3,,,,,,,,,,,,,1,1,2,1,2,1,9,2,2,2,1,2,1,1,2,1,2,2,2,9,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,9,1,9,9,9,9,2,1,1,1,2,9,1,1,1,1,9,1,1,1,2,9,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,9,9,9,9,1,9,1,2,2,2,2,1,2,2,1,9,1,2,1,2,9,2,1,1,9,9,2,1,1,1,1,1,9,1,1,2,1
18,ARGENTEUIL,Quebec,1867 - 1947,3,1874.11.04-,3021,d8d8b154-fb1c-40e6-bc63-c92d36cd8790,"CUSHING, Lemuel Jr.",840,0.533,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,Election declared void: „,,,99,99,99,99,99,99,99,99,99,2,1,2,1,1,1,1,1,1,1,9,9,9,1,2,2,2,2,2,9,9,9,9,2,2,1,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
599,RENFREW NORTH,Ontario,1867 - 1972,3,1874.11.04-,3031,d97ebb5c-fd8b-40d4-bc9a-6d9494f150ed,"MURRAY, William",889,0.5139,Liberal Party of Canada,Merchant,Catholic,0,1,,,,,,,,,,Unseated on petition: „,,,99,99,99,99,99,99,99,99,99,2,1,2,1,1,2,2,1,1,1,9,2,2,9,9,9,9,9,9,9,9,9,9,2,9,9,2,2,2,9,1,2,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
588,QUEEN'S COUNTY,Prince Edward Island,1873 - 1892,3,1874.01.22-1876.10.06,3042,da651ba4-0b7a-4456-94c0-d399cc81e12c,"LAIRD, David",accl.,,Liberal Party of Canada,"Editor, journalist",Protestant,0,2,,1,,,,,,,,Resignation. Appointed Lieutenant-Governor of the North West Territories: 1876.10.06,,,2,2,1,2,9,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,9,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
796,WELLINGTON NORTH,Ontario,1867 - 1952,3,1874.01.22- 1875.03.18,3051,db7f502e-20a3-45a6-848c-cdd690c86268,"HIGINBOTHAM, Nathaniel",1470,0.501,Liberal Party of Canada,Pharmacist,Protestant,0,2,,,,,,,,,Ireland,Unseated on petition: „,,,2,2,1,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,1,2,1,2,2,2,9,9,2,1,2,2,2,1,2,2,1,2,2,2,2,9,1,2,2,1,2,2,1,1,2,9,1,1,2,2,1,1,9,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,9,2,1,1,9,1,1,9,2,1,1,2,9,9,9,9,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2
529,OXFORD NORTH,Ontario,1867 - 1933,3,1874.01.22,3111,e0dade29-58dd-4331-975f-123ff8268ddf,"OLIVER, Thomas",1866,0.7402,Liberal Party of Canada,"Merchant, teacher",Protestant,0,3,,,,,,,,,Scotland,,,,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,9,2,2,1,2,2,2,2,2,2,2,2,1,2,2,9,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,9,2,9,9,1,2,1,2,1,1,9,1,2,1,1,9,2,2,1,2,1,2,1,2,2,1,2,2,2,9,2,2,2,1,2,2,1,2
183,DRUMMOND--ARTHABASKA,Quebec,1867 - 1966,3,1874.01.22-1877.10.07 and 1877.11.28,3137,e2f3ce71-bd81-4d34-8a08-56a140552231,"LAURIER, Wilfrid",1786,0.5357,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,1,,,,,,,,Resignation. Appointed Minister of Inland Revenue: 1877.10.07,,,2,1,2,9,9,9,1,9,2,2,1,9,9,9,9,2,1,1,1,2,2,2,1,2,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,9,9,2,2,2,2,2,2,9,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,9,2,2,1,9,9,9,1,2,2,2,9,9,9,9,2,2,1,2,2,2,1,2,2,2,2,2,2,9,2,2,2,2,2,2,9,1,2,2,1,2
396,LEVIS,Quebec,1867 - 1998,3,1874.01.22,3163,e5451f17-e38b-4911-b4ab-3cde2b1f673f,"FRECHETTE, Louis-Honore",1670,0.5151,Liberal Party of Canada,"Author, editor, journalist",Fr.Catholic,1,1,,,,,,,,,,,,,2,1,2,2,1,1,1,2,2,2,1,2,1,1,9,2,1,1,1,2,2,2,1,2,2,2,9,9,2,2,2,2,2,2,1,2,2,2,9,9,2,1,2,2,2,1,2,2,1,2,2,2,9,2,1,2,2,1,2,2,2,2,9,2,2,2,2,2,1,2,2,2,9,2,2,2,2,2,2,9,9,2,2,1,2,2,9,2,2,1,2,1,1,9,2,2,2,9,9,9,9,2,2,1,2,2,9,9,9,9,9,9,2,2,9,9,2,2,9,9,9,9,9,9,9,9,9
544,PERTH NORTH,Ontario,1867 - 1933,3,1874.01.22- and 1875.07.07,3164,e546b2ab-1709-4c8d-8646-4eaa82864df9,"MONTEITH, Andrew",1992,0.5213,Conservative (1867-1942),Businessman,Protestant,0,1,,,,,,,,,Ireland,Election declared void: „,,,2,2,1,1,1,1,1,9,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,9,9,9,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,9,1,1,1,1,1,2,1,2,1,1,9,2,1,1,2,9
563,PRESCOTT,Ontario,1867 - 1952,3,1874.01.22,3165,e54a4ac3-81b3-4eb5-9579-db85dbeb0683,"HAGAR, Albert",665,0.4115,Liberal Party of Canada,"Farmer, merchant, miller",Protestant,0,3,,,,,,,,,,,,,2,2,1,1,9,9,9,9,1,2,1,2,1,1,1,9,1,1,1,1,9,9,2,1,1,2,2,2,2,9,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,9,1,2,9,1,1,2,2,1,9,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,9,2,2,1,2,1,1,1,2,1,2,9,9,1,1,2,1,2,9,2,2,1,2,9,2,9,2,2,9,9,2,9,2,2,2,1,9,2,2,1,2
545,PERTH SOUTH,Ontario,1867 - 1933,3,1874.01.22,3182,e6a2b416-7e15-4be6-966e-aaabe5b4b22e,"TROW, James",accl.,,Liberal Party of Canada,"Banker, broker, conveyancer, real estate appraiser, teacher",Protestant,0,2,,,,,,,,,Wales,,,,2,2,1,2,2,2,1,2,9,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,9,1,2,2,2,1,1,1,1,2,9,1,2,2,2,1,2,1,2,1,2,2,9,2,2,2,2,2,2,2,1,2,2,1,2
581,QUEBEC EAST,Quebec,1867 - 1966,3,1874.01.22-1877.11.07,3194,e7aac0a7-501b-4777-b29b-96b80d45d6f2,"THIBAUDEAU, Hon. Isidore",accl.,,Liberal Party of Canada,Merchant,Fr.Catholic,1,1,,,,,,,,,,Resignation: 1877.11.07,,,2,1,2,1,9,2,2,9,9,2,1,2,1,1,2,2,1,1,1,9,2,2,1,9,9,2,2,2,9,2,2,9,2,2,1,9,2,1,9,9,9,1,2,2,2,1,2,9,2,2,2,2,2,2,1,9,9,1,2,2,9,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
797,WELLINGTON SOUTH,Ontario,1867 - 1966,3,1874.01.22-1876.05.24,3227,e9cfd969-e300-40b8-a59a-9c3f0db2502d,"STIRTON, David",1667,0.7808,Liberal Party of Canada,Magistrate,Protestant,0,3,,,,,,,,,Scotland,Resignation. Becomes Postmaster of Guelph: 1876.05.24,,,2,2,1,2,2,2,1,2,9,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,9,2,2,2,2,2,1,2,2,9,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,9,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
186,DUNDAS,Ontario,1867 - 1924,3,1874.01.22,3233,ea2e45dc-6974-4076-bef2-6e7ff9b951ca,"GIBSON, William",1389,0.5135,Independent Liberal,Miller,Protestant,0,2,,,,,,,,,Scotland,,,,2,2,1,9,2,2,1,9,2,2,1,2,1,1,1,2,1,1,1,9,9,9,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,1,2,1,9,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,9,1,2,2,9,1,2,1,1,1,2,2,1,1,9,1,9,2,2,2,9,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,2,9,9,2,9,2,2,1,1,2,2,1,2,2,2,2,2,2,9,2,2,2,2,2,9,2,1,2,2,1,2
172,DIGBY,Nova Scotia,1867 - 1914,3,1878.01.19,3255,ebdb4f07-7714-4ae8-a3b9-9cdec46b6215,"WADE, John Chipman",1210,0.5888,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,1,1,9,9,9,2,9,2,2,1,2,1,2,1,1,1,2,1,1,9,9,9,1,9,1,9,9,2,1,9,2,1
369,LANARK NORTH,Ontario,1867 - 1914,3,1874.01.22,3302,ef70df8d-94d1-49d0-be93-0bb66ab15633,"GALBRAITH, Daniel",accl.,,Liberal Party of Canada,Farmer,Protestant,0,2,,,,,,,,,Scotland,,,,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,1,1,1,9,9,9,2,9,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,9,1,9,2,1,2,2,9,1,2,1,1,1,2,2,1,9,9,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,9,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,9,1,2,2,2,1,2,1,9,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2
134,CHARLEVOIX,Quebec,1867 - 1914,3,1874.01.22,3303,ef73ed41-71a3-4046-a7bc-7e5126b3befb,"TREMBLAY, Pierre-Alexis",1377,0.555,Liberal Party of Canada,"Editor, land surveyor",Fr.Catholic,1,3,,,,,,,,,,,,,2,1,2,2,1,2,1,9,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
588,QUEEN'S COUNTY,Prince Edward Island,1873 - 1892,3,1876.11.22,3306,efa62b1b-8e80-42f3-9b10-fa6e586ff18b,"POPE, James Colledge",3199,0.507,Conservative (1867-1942),"Merchant, shipbuilder, shipowner",Protestant,0,2,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,1,9,1,9,1,1,1,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,1,9,9,9,9,2,1,2,2,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9
530,OXFORD SOUTH,Ontario,1867 - 1933,3,1874.01.22-1874.04.23,3332,f158cba9-a1bf-46ce-8834-910fe81c3743,"BODWELL, Ebenezer V.",981,0.8148,Liberal Party of Canada,Merchant,Protestant,0,3,,,,,,,,,,Resignation. Appointed Superintendent of the Welland Canal: 1874.04.23,,,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
401,LONDON,Ontario,1867 - 1966,3,1874.01.22,3334,f1b89c32-623d-49ba-9f98-2419c754c2fd,"WALKER, John",1269,0.5123,Liberal Party of Canada,Industrialist,Protestant,0,1,,,,,,,,,Scotland,,,,2,2,1,2,2,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
118,CARIBOO,British Columbia,1872 - 1892,3,1874.01.22,3368,f5422b27-068a-4002-8020-2ae753525ce6,"THOMPSON, Joshua Spencer",192,0.8276,Liberal-Conservative,"Accountant, journalist",Protestant,0,3,,,,,,,,,Ireland,,,,9,9,9,9,9,9,9,9,9,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1,9,9,1,1,1,9,2,2,1,2,9,9,2,2,9,1,9,1,2,2,9,1,1,1,1,1,1,1,2,2,9,9,1,1,1,1,1,9,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,9,9,9,9,2,1,9,9,9,1,1,1,2,1,9,9,1,1,1,9,1,1,1,1,1,1,1,9,1,1,2,1
65,BRANT NORTH,Ontario,1867 - 1892,3,1874.01.22,3376,f5d30e23-b256-446a-9fd2-3781d23bf77a,"FLEMING, Gavin",accl.,,Liberal Party of Canada,Merchant,Protestant,0,2,,,,,,,,,Scotland,,,,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,9,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,9,2,2,1,2,2,1,1,2,2,1,2
790,WATERLOO NORTH,Ontario,1867 - 1966,3,1874.01.22,3410,f873dc66-0a36-433e-8a50-c37061abf06b,"BOWMAN, Isaac Erb",accl.,,Liberal Party of Canada,Businessman,Protestant,0,3,,,,,,,,,,,,,2,2,1,2,2,9,1,9,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,9,9,9,9,9,2,2,1,2,2,1,2,9,9,1,2,2,2,1,1,1,1,2,1,9,2,2,2,1,2,1,2,1,2,2,9,2,2,9,2,2,2,2,1,2,2,1,2
80,BRUCE NORTH,Ontario,1867 - 1933,3,1874.01.22,3417,f90a2d32-434e-4537-bbc6-38b7ff21271c,"GILLIES, John",accl.,,Liberal Party of Canada,Farmer,Protestant,0,2,,,,,,,,,Scotland,,,,2,2,1,2,9,9,1,2,9,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,9,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,9,2,2,1,2,9,2,2,1,1,9,2,9,2,2,9,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,2,2,9,2,1,1,1,2,1,2,1,1,1,9,2,1,1,9,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2
609,RICHMOND,Nova Scotia,1867 - 1914,3,1874.01.22,3485,ff9a3566-ccf2-4f2a-8d0e-759dca9f42ac,"FLYNN, Hon. E.P.",564,0.5371,Liberal Party of Canada,"Coroner, merchant",Catholic,0,1,,,,,,,,,,,,,1,1,2,9,2,2,9,9,9,9,9,2,1,9,1,2,1,1,1,2,2,9,1,2,2,2,2,2,2,2,9,2,2,2,1,2,2,2,9,9,9,9,9,9,2,1,2,2,2,2,2,2,2,2,1,2,9,1,2,2,2,2,2,2,9,9,2,2,1,2,9,9,2,9,9,2,2,2,2,2,2,2,2,1,2,2,9,2,2,1,2,1,1,1,2,2,2,9,9,1,2,9,9,9,9,2,2,1,2,9,9,9,2,9,9,2,1,2,2,2,2,1,1,2,2,1,2
